location_name,date,rainfall_mm_24h,river_discharge_m3s,risk_level,label_source
"Dar es Salaam, Tanzania",2014-01-02,0.2,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-03,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-04,0.4,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-05,0.0,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-06,0.0,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-07,0.2,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-08,0.8,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-09,0.0,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-10,0.3,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-11,0.1,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-12,0.0,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-13,0.4,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-14,0.3,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-15,0.2,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-16,0.0,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-17,0.5,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-18,0.5,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-19,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-20,0.1,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-21,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-22,0.8,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-23,1.2,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-24,0.6,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-25,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-26,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-27,0.7,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-28,0.8,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-29,0.3,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-30,0.2,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-01-31,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-01,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-02,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-03,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-04,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-05,0.1,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-06,0.4,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-07,1.2,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-08,0.3,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-09,0.0,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-10,1.1,0.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-11,5.6,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-12,14.4,0.94,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-13,2.1,0.53,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-14,0.4,0.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-15,0.2,0.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-16,1.4,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-17,2.9,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-18,2.6,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-19,1.3,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-20,0.0,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-21,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-22,1.1,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-23,0.1,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-24,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-25,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-26,0.6,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-27,0.4,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-02-28,0.1,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-01,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-02,9.4,0.34,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-03,14.5,0.91,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-04,10.2,1.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-05,18.6,2.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-06,11.6,2.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-07,17.7,2.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-08,6.0,1.22,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-09,4.0,0.85,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-10,4.7,0.66,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-11,22.9,1.65,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-12,3.2,0.94,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-13,8.3,1.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-14,7.4,1.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-15,7.2,1.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-16,5.3,0.81,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-17,2.1,0.44,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-18,0.4,0.25,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-19,1.1,0.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-20,2.3,0.22,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-21,0.1,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-22,0.4,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-23,0.6,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-24,2.9,0.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-25,16.2,1.5,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-26,6.9,1.72,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-27,10.5,1.65,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-28,10.9,1.72,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-29,20.1,2.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-30,11.4,1.75,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-03-31,5.2,0.94,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-01,14.6,1.4,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-02,5.2,1.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-03,2.9,0.72,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-04,3.4,0.56,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-05,2.7,0.44,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-06,1.2,0.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-07,4.0,0.34,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-08,9.4,0.87,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-09,17.6,1.69,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-10,6.1,1.31,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-11,29.7,3.53,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-12,11.0,2.69,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-13,3.1,1.47,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-14,2.3,0.85,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-15,2.7,0.66,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-16,6.2,0.78,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-17,15.9,1.34,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-18,8.0,1.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-19,10.1,1.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-20,2.3,0.78,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-21,4.3,0.69,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-22,18.3,2.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-23,12.5,2.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-24,3.8,1.22,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-25,3.1,0.78,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-26,4.7,0.69,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-27,1.1,0.47,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-28,0.2,0.31,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-29,0.6,0.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-04-30,1.8,0.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-01,0.7,0.25,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-02,10.7,0.91,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-03,6.9,1.0,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-04,17.1,2.18,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-05,3.0,1.22,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-06,4.3,0.94,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-07,14.3,1.38,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-08,8.8,1.25,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-09,0.9,0.72,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-10,0.0,0.41,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-11,0.4,0.31,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-12,15.2,1.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-13,1.4,0.69,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-14,0.0,0.41,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-15,1.3,0.28,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-16,1.9,0.22,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-17,1.6,0.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-18,1.0,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-19,0.4,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-20,0.9,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-21,27.7,1.81,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-22,3.0,1.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-23,0.6,0.63,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-24,0.0,0.34,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-25,0.2,0.25,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-26,0.6,0.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-27,1.1,0.16,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-28,0.6,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-29,0.1,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-30,0.0,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-05-31,0.7,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-01,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-02,0.3,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-03,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-04,1.3,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-05,0.1,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-06,1.5,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-07,0.3,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-08,1.4,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-09,0.3,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-10,3.1,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-11,2.9,0.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-12,0.1,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-13,0.0,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-14,0.7,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-15,0.5,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-16,0.7,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-17,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-18,0.4,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-19,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-20,0.2,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-21,0.9,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-22,1.7,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-23,0.9,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-24,0.5,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-25,0.1,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-26,1.9,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-27,0.2,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-28,0.1,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-29,0.7,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-06-30,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-01,0.3,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-02,0.4,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-03,0.3,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-04,0.9,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-05,0.9,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-06,1.6,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-07,1.5,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-08,0.8,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-09,0.4,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-10,0.0,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-11,0.0,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-12,0.0,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-13,0.2,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-14,0.2,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-15,0.1,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-16,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-17,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-18,0.1,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-19,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-20,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-21,0.4,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-22,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-23,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-24,0.2,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-25,0.5,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-26,0.2,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-27,0.1,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-28,0.4,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-29,2.1,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-30,6.9,0.58,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-07-31,0.6,0.33,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-01,0.6,0.22,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-02,0.3,0.14,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-03,0.8,0.11,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-04,0.0,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-05,0.3,0.08,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-06,0.2,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-07,0.6,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-08,0.1,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-09,0.8,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-10,0.2,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-11,0.4,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-12,0.2,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-13,0.1,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-14,1.1,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-15,0.6,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-16,0.1,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-17,0.6,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-18,0.7,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-19,0.7,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-20,1.1,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-21,1.3,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-22,0.7,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-23,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-24,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-25,0.0,0.02,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-26,1.6,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-27,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-28,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-29,2.4,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-30,0.0,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-08-31,0.9,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-01,0.1,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-02,0.4,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-03,1.3,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-04,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-05,0.2,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-06,3.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-07,1.6,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-08,0.8,0.08,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-09,0.5,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-10,0.8,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-11,0.2,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-12,0.2,0.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-13,0.4,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-14,0.6,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-15,6.4,0.45,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-16,2.0,0.31,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-17,0.0,0.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-18,0.2,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-19,0.0,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-20,1.0,0.08,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-21,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-22,0.4,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-23,2.2,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-24,7.6,0.38,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-25,0.6,0.25,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-26,0.5,0.15,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-27,1.2,0.12,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-28,0.9,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-29,1.2,0.08,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-09-30,1.8,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-01,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-02,0.0,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-03,1.3,0.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-04,0.7,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-05,0.8,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-06,0.3,0.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-07,3.1,0.44,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-08,1.6,0.3,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-09,0.8,0.18,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-10,2.6,0.2,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-11,0.1,0.14,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-12,1.0,0.11,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-13,0.2,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-14,0.0,0.06,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-15,0.0,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-16,0.0,0.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-17,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-18,0.9,0.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-19,1.1,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-20,0.4,0.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-21,0.6,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-22,2.7,0.09,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-23,0.4,0.07,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-24,0.1,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-25,0.0,0.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-26,0.1,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-27,0.3,0.05,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-28,0.0,0.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-29,0.0,0.03,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-30,2.6,0.08,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-10-31,3.2,0.23,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-01,11.4,0.75,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-02,21.1,2.35,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-03,1.3,1.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-04,1.9,0.66,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-05,0.9,0.39,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-06,0.0,0.22,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-07,1.6,0.23,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-08,16.0,1.04,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-09,2.3,0.63,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-10,0.1,0.34,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-11,6.8,0.37,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-12,2.2,0.3,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-13,0.9,0.19,low,default_low_unconfirmed
"Dar es Salaam, Tanzania",2014-11-14,0.0,0.12,low,default_low_unconfirmed
